"","APMC","Commodity","Year","V1"
"7976","Sonpeth","Safflower",2016,0.0267165982769794
"7977","Sangali","Wheat(Unhusked)",2014,0.0267044950983683
"7978","Umared","Cotton",2016,0.0266668263073251
"7979","Akole","Bajri",2015,0.0265943368677078
"7980","Sindkhed Raja","Wheat(Husked)",2016,0.0265708804182872
"7981","Manmad","Methi (Bhaji)",2016,0.0265367304610054
"7982","Mumbai","Pineapple",2016,0.0265122289612182
"7983","Babhulgaon","Soybean",2014,0.0265114926115379
"7984","Ahmednagar","Onion",2014,0.0264613764269394
"7985","Purna","Soybean",2014,0.0264534267358966
"7986","Kalyan","Wheat(Husked)",2015,0.0264405844948575
"7987","Newasa","Maize",2016,0.026431718061674
"7988","Nagpur","Dhemse",2014,0.0264268417955464
"7989","Akkolkot","Gram",2014,0.0264114587200408
"7990","Umared","Lentil",2016,0.0263518055100577
"7991","Achalpur","Wheat(Husked)",2015,0.0263373536828545
"7992","Bhiwapur","Cotton",2016,0.0262808497365288
"7993","Katol","Wheat(Husked)",2016,0.0262695304185567
"7994","Kopargaon","Wheat(Husked)",2014,0.0262658410938677
"7995","Soygaon","Cotton",2015,0.0262405299432769
"7996","Mahagaon","Cotton",2015,0.0262336039975016
"7997","Sillod","Soybean",2015,0.0261906231487673
"7998","Osmanabad","Mango",2015,0.0261891400439462
"7999","Shevgaon-Bodhegaon","Wheat(Husked)",2014,0.0261580482266297
"8000","Chandrapur-Ganjwad","Pumpkin",2014,0.0261237652560182
"8001","Barshi","Wheat(Husked)",2014,0.0261179641248554
"8002","Jintur","Turmeric",2014,0.0260284704731245
"8003","Khamgaon","Ground Nut Pods (Dry)",2014,0.0260173201632182
"8004","Yeotmal","Cotton",2015,0.0259801484943703
"8005","Ambejogai","Bajri",2014,0.0259665252796466
"8006","Achalpur","Ground Nut Pods (Dry)",2016,0.0259429224925126
"8007","Chopda","Gram",2014,0.0259391965602961
"8008","Pathardi","Wheat(Husked)",2015,0.0259179884444932
"8009","Murum","Sunflower",2016,0.0259149082110253
"8010","Jalgaon","Apple",2014,0.0258933598514631
"8011","Umared","Castor Seed",2015,0.0258604846471954
"8012","Paithan","Wheat(Husked)",2016,0.0258602011902049
"8013","Babhulgaon","Gram",2014,0.0258515045905803
"8014","Alibag","Rice(Paddy-Hus)",2016,0.0258055985515099
"8015","Dondaicha","Wheat(Husked)",2014,0.0257883269320352
"8016","Navapur","Maize",2015,0.0257879934787216
"8017","Lonar","Soybean",2014,0.0257869913257336
"8018","Osmanabad","Bor",2016,0.0257376031466368
"8019","Nilanga","Soybean",2014,0.0257215222686942
"8020","Murum","Maize",2014,0.025712973861329
"8021","Akkolkot","Maize",2016,0.025712973861329
"8022","Akola","Mustard",2015,0.0256877279370665
"8023","Khamgaon","Wheat(Husked)",2014,0.0256536126032208
"8024","Parbhani","Sorgum(Jawar)",2016,0.0256488561932624
"8025","Ambad(Vadi Godri)","Green Gram",2015,0.0256412500848678
"8026","Manora","Wheat(Husked)",2015,0.0256360173334062
"8027","Malegaon","Soybean",2016,0.0256227230657678
"8028","Achalpur","Black Gram",2014,0.0255993200752287
"8029","Sillod-Bharadi","Safflower",2016,0.0255919387529549
"8030","Manwat","Wheat(Husked)",2016,0.0255768917295497
"8031","Akola","Sorgum(Jawar)",2014,0.0255726096232596
"8032","Nagpur","Gram",2014,0.0255059693519232
"8033","Tasgaon","Sorgum(Jawar)",2016,0.0255019149112392
"8034","Achalpur","Sesamum",2016,0.025499660440656
"8035","Bori Arab","Pigeon Pea (Tur)",2016,0.0254987371309579
"8036","Mangalwedha","Matki",2014,0.0254735147986039
"8037","Digras","Cotton",2016,0.0254526717270986
"8038","Pavani","Black Gram",2016,0.0254050340546065
"8039","Varud-Rajura Bazar","Castor Seed",2016,0.0253471880388291
"8040","Morshi","Soybean",2015,0.0253425942559015
"8041","Sonpeth","Sorgum(Jawar)",2016,0.0253267335099003
"8042","Zarijamini","Gram",2016,0.0253130909223803
"8043","Akhadabalapur","Castor Seed",2016,0.0253070986924251
"8044","Gangakhed","Cotton",2015,0.025302007914595
"8045","Parbhani","Black Gram",2014,0.0252854132491807
"8046","Hanegaon","Black Gram",2016,0.0252702560881252
"8047","Himayatnagar","Soybean",2015,0.0252688545986854
"8048","Indapur","Wheat(Husked)",2015,0.0252571333331796
"8049","Barshi-Vairag","Safflower",2016,0.0252492626104447
"8050","Kannad","Wheat(Husked)",2016,0.0252102222975202
"8051","Jintur-Bori","Soybean",2014,0.0251522027889368
"8052","Nashik-Devlali","Banana",2016,0.0251452998408768
"8053","Katol","Mosambi",2015,0.0251161793418605
"8054","Kalmeshwar","Wheat(Husked)",2016,0.0251084347232491
"8055","Lasalgaon","Wheat(Husked)",2016,0.0250832763876204
"8056","Shegaon","Wheat(Husked)",2014,0.0250790700087855
"8057","Ghatanji","Cotton",2016,0.0250647714159036
"8058","Umari","Sorgum(Jawar)",2016,0.0250400422285335
"8059","Kolhapur","Melon",2015,0.0250303285375769
"8060","Murum","Soybean",2014,0.0249743589997379
"8061","Achalpur","Gram",2014,0.0249715576531567
"8062","Nira","Wheat(Husked)",2015,0.0249625927030274
"8063","Baramati","Sunflower",2016,0.0249527893579901
"8064","Bhokar","Wheat(Husked)",2015,0.0249456566885821
"8065","Wardha","Cotton",2015,0.0249380870915698
"8066","Chimur","Cotton",2014,0.0249024183498772
"8067","Bhiwapur","Soybean",2016,0.0249021870454235
"8068","Umared","Lentil",2015,0.0249003506716858
"8069","Lasalgaon-Niphad","Maize",2016,0.0248952377614231
"8070","Naigaon","Soybean",2014,0.0248860396291382
"8071","Umarkhed-Danki","Wheat(Husked)",2015,0.0248273441326364
"8072","Pachora","Wheat(Husked)",2015,0.0248216560369837
"8073","Baramati","Safflower",2016,0.0248107642521596
"8074","Shirur","Castor Seed",2016,0.0248107642521596
"8075","Manmad","Kanda Pat",2016,0.0247596607212591
"8076","Ahmedpur","Wheat(Husked)",2016,0.0247489359788474
"8077","Digras","Cotton",2015,0.0247297524976436
"8078","Himayatnagar","Cotton",2016,0.0246978296012401
"8079","Rahata","Wheat(Husked)",2014,0.0246867238375918
"8080","Varora","Cotton",2015,0.0246660030597971
"8081","Darwha","Cotton",2015,0.0246276525119845
"8082","Mumbai","Coconut",2014,0.0246141863072031
"8083","Shevgaon","Wheat(Husked)",2014,0.0246057302592852
"8084","Akkolkot","Green Gram",2016,0.0245834190462286
"8085","Lohara","Bajri",2016,0.0245617947922768
"8086","Jintur-Bori","Safflower",2015,0.0245567756413119
"8087","Satana","Gram",2014,0.0245307513554203
"8088","Pune","Gr.Nut Kernels",2014,0.0245094889870922
"8089","Telhara","Cotton",2015,0.0245091131886565
"8090","Telhara","Cotton",2016,0.0245025966146859
"8091","Ahmedpur","Sesamum",2014,0.0244839947601502
"8092","Nagpur","Coriander (Dry)",2016,0.0244816313226331
"8093","Pathardi","Bajri",2015,0.0244346768939555
"8094","Tumsar","Castor Seed",2014,0.024391403283427
"8095","Rahuri","Bajri",2015,0.0243383131432729
"8096","Devala","Black Gram",2014,0.0243304610162502
"8097","Bhokar","Sorgum(Jawar)",2014,0.0243160059473911
"8098","Nagpur","Banana",2015,0.0242911526477149
"8099","Osmanabad","Green Gram",2014,0.0242589862005212
"8100","Pune","Lentil",2014,0.0242463759205837
"8101","Mauda","Coriander (Dry)",2016,0.0242282167876354
"8102","Shrigonda","Green Gram",2016,0.0241503546717787
"8103","Parbhani","Wheat(Husked)",2014,0.0241460903056403
"8104","Amarawati-Fruit And Vegetables","Naspatti",2016,0.0241313036764737
"8105","Jalgaon","Cotton",2015,0.0240862165473293
"8106","Shevgaon","Soybean",2014,0.0240617594488407
"8107","Aheri","Green Gram",2016,0.0240499522964509
"8108","Vaduj","Cowpea",2015,0.0240381308822748
"8109","Nilanga","Green Gram",2015,0.0240373412608565
"8110","Jalgaon Jamod-Aasalgaon","Wheat(Husked)",2014,0.0239909353746849
"8111","Navapur","Wheat(Husked)",2016,0.0239699320318751
"8112","Chandrapur-Ganjwad","Dhemse",2016,0.0239697213961542
"8113","Akola","Pigeon Pea (Tur)",2014,0.0239285656208573
"8114","Chimur","Soybean",2014,0.0238925863313234
"8115","Murum","Sesamum",2014,0.0238836026983448
"8116","Pathardi","Wheat(Husked)",2016,0.0238652799777212
"8117","Ahmednagar","Bajri",2014,0.023835060039996
"8118","Vaijapur","Onion",2014,0.0238055219725037
"8119","Taloda","Black Gram",2014,0.0237540302295327
"8120","Chandur Bajar","Soybean",2014,0.023742614534054
"8121","Indapur-Bhigwan","Rice(Paddy-Hus)",2014,0.0237350527950729
"8122","Shrirampur","Safflower",2016,0.0237267233913545
"8123","Nashik-Devlali","Melon",2016,0.0237260028257815
"8124","Jalna","Safflower",2014,0.023701903279996
"8125","Vasai","Rice(Paddy-Hus)",2016,0.0236965007901825
"8126","Zarijamini","Ground Nut Pods (Dry)",2015,0.0236903947083621
"8127","Akole","Paddy-Unhusked",2015,0.0236767649387131
"8128","Hinganghat","Gram",2014,0.0236448904207315
"8129","Akole","Wheat(Husked)",2016,0.0236084715874749
"8130","Umarga","Safflower",2014,0.023603020287168
"8131","Achalpur","Wheat(Husked)",2014,0.0235975144202721
"8132","Mantha","Bajri",2014,0.0235702260395516
"8133","Indapur","Sorgum(Jawar)",2016,0.023525853112993
"8134","Yeotmal","Cotton",2014,0.0235209795090272
"8135","Paithan","Bajri",2014,0.0235049345546775
"8136","Daryapur","Wheat(Husked)",2016,0.0234971929705992
"8137","Akola","Gram",2014,0.0234836217948694
"8138","Manora","Soybean",2014,0.0234399563103517
"8139","Kalvan","Green Gram",2016,0.0234151323648091
"8140","Pune-Manjri","Curry Leaves",2016,0.023406091994174
"8141","Ahmedpur","Niger-Seed",2015,0.0233363588600909
"8142","Umared","Linseed",2016,0.0233264490280211
"8143","Devala","Wheat(Husked)",2014,0.0233014784864038
"8144","Barshi","Tamarind Seed",2016,0.0232875971674522
"8145","Pune","Tamarind",2014,0.0232548828181605
"8146","Indapur-Bhigwan","Rice(Paddy-Hus)",2015,0.0232483351506637
"8147","Shahada","Cowpea",2016,0.0232294349283276
"8148","Shirur","Wheat(Husked)",2016,0.0231842759721255
"8149","Rahuri","Wheat(Husked)",2016,0.0231838288913622
"8150","Jalgaon Jamod","Green Gram",2015,0.0231838288913622
"8151","Ambad(Vadi Godri)","Soybean",2015,0.0231838288913622
"8152","Mantha","Bajri",2015,0.0231838288913622
"8153","Lohara","Safflower",2016,0.0231838288913622
"8154","Majalgaon","Wheat(Husked)",2014,0.0231811311329895
"8155","Jalgaon-Masawat","Green Gram",2016,0.023115812628898
"8156","Yeola","Sorgum(Jawar)",2016,0.0231136699850056
"8157","Washim","Wheat(Husked)",2015,0.0230705011657397
"8158","Shrigonda","Wheat(Husked)",2016,0.0230628517548322
"8159","Osmanabad","Grapes",2016,0.023059713550622
"8160","Anajngaon Surji","Sorgum(Jawar)",2014,0.0230000053365078
"8161","Sindi (Selu)","Ground Nut Pods (Dry)",2016,0.0229609125172941
"8162","Daryapur","Soybean",2014,0.0229506764829025
"8163","Lasalgaon","Horse Gram",2016,0.0229482285977604
"8164","Jalgaon Jamod","Soybean",2014,0.0229140393919408
"8165","Satana","Wheat(Husked)",2014,0.0229063778486251
"8166","Nandgaon","Soybean",2016,0.0228671275767046
"8167","Sangamner","Wheat(Husked)",2015,0.0228432524187209
"8168","Umarkhed","Wheat(Husked)",2015,0.022822005586231
"8169","Solapur","Matki",2014,0.022821663528775
"8170","Malegaon (Washim)","Sorgum(Jawar)",2015,0.022809896167308
"8171","Umarkhed","Cotton",2015,0.0227943836407836
"8172","Mahur","Soybean",2014,0.0227935567001394
"8173","Kalamb (Os)","Safflower",2016,0.0227878250624426
"8174","Shirala","Paddy-Unhusked",2014,0.0227444593419645
"8175","Jamkhed","Wheat(Husked)",2014,0.0227400334278135
"8176","Jintur-Bori","Wheat(Husked)",2016,0.0227127055248383
"8177","Latur","Tamarind Seed",2016,0.0227093991865656
"8178","Indapur","Wheat(Husked)",2016,0.0226639404547762
"8179","Rahuri","Wheat(Husked)",2015,0.0226632202537489
"8180","Pulgaon","Wheat(Husked)",2016,0.0225770303807841
"8181","Chandrapur","Banana",2014,0.0225501023613022
"8182","Parli-Vaijnath","Soybean",2014,0.0225041828635447
"8183","Vaduj","Maize",2014,0.022501560000848
"8184","Jalna","Cotton",2015,0.0224637214395347
"8185","Kalamnuri","Gram",2014,0.0224478343233825
"8186","Malegaon (Washim)","Sorgum(Jawar)",2016,0.0224478343233825
"8187","Udgir","Tamarind Seed",2015,0.0223507048550059
"8188","Chandrapur","Cotton",2016,0.0223464896988977
"8189","Nagpur","Linseed",2015,0.0222926988480163
"8190","Ausa","Jaggery",2016,0.0222511195832453
"8191","Savner","Gram",2014,0.0222500220710811
"8192","Shegaon","Bajri",2014,0.0222486199808595
"8193","Koregaon","Sorgum(Jawar)",2016,0.0222316146945477
"8194","Jalgaon","Bajri",2014,0.0222265902221373
"8195","Yeola","Wheat(Husked)",2014,0.0222232910504503
"8196","Malegaon","Bajri",2014,0.0222025687465687
"8197","Malkapur","Gram",2014,0.0221883507777968
"8198","Lasalgaon","Tomato",2016,0.022184416816182
"8199","Sangali","Coriander (Dry)",2014,0.0221768152850657
"8200","Patur","Black Gram",2016,0.0221124049265762
"8201","Shirur","Gram",2014,0.0221029279930881
"8202","Patan","Capsicum",2016,0.0220970869120796
"8203","Vaduj","Sorgum(Jawar)",2014,0.0220685552356157
"8204","Chandvad","Maize",2016,0.0220657435263887
"8205","Yeotmal","Pigeon Pea (Tur)",2014,0.0220515599164145
"8206","Akot","Ground Nut Pods (Dry)",2015,0.0220401692097748
"8207","Shahapur","Bhagar/Vari",2015,0.022039048686956
"8208","Pune","Rice(Paddy-Hus)",2015,0.0220238512653799
"8209","Ahmedpur","Gram",2014,0.0219515745805796
"8210","Lonar","Wheat(Husked)",2014,0.021940022937627
"8211","Dhamangaon-Rly","Gram",2014,0.0218981403585224
"8212","Akhadabalapur","Gram",2014,0.0218831670196487
"8213","Mandhal","Wheat(Husked)",2015,0.0218356774941002
"8214","Jalgaon Jamod","Wheat(Husked)",2014,0.0217987404207544
"8215","Ausa","Safflower",2014,0.0216987139769734
"8216","Himayatnagar","Wheat(Husked)",2015,0.0216920149858948
"8217","Manora","Green Gram",2016,0.0216858344230975
"8218","Aheri","Soybean",2016,0.0216651842409881
"8219","Mangalwedha","Wheat(Husked)",2014,0.0215875253472558
"8220","Mandhal","Soybean",2014,0.0215681103896597
"8221","Gevrai","Bajri",2014,0.0215526724205273
"8222","Pune","Onion",2014,0.0214803788126007
"8223","Dhule","Bajri",2014,0.0214503036737224
"8224","Nagpur","Wheat(Husked)",2014,0.0213941237452941
"8225","Rahuri-Vambori","Soybean",2014,0.0213619410743878
"8226","Phaltan","Wheat(Husked)",2014,0.0213208334989213
"8227","Pandharpur","Bedana",2015,0.0213202309951923
"8228","Taloda","Wheat(Husked)",2014,0.0213171650423212
"8229","Kinwat","Cotton",2014,0.0213053019401878
"8230","Bodwad-Varangaon","Maize",2016,0.0212709388410221
"8231","Ambad(Vadi Godri)","Wheat(Husked)",2014,0.0212594195650857
"8232","Khalapur(Shil-Phata)","Paddy-Unhusked",2016,0.0212403713524426
"8233","Atpadi","Cotton",2014,0.0212124059767251
"8234","Vaduj","Sorgum(Jawar)",2015,0.0212007126458588
"8235","Aarni","Ground Nut Pods (Dry)",2014,0.0211747889953836
"8236","Zarijamini","Cotton",2015,0.021135540634445
"8237","Sindi (Selu)","Soybean",2015,0.0211076651100462
"8238","Chalisgaon","Sorgum(Jawar)",2015,0.0211051823046605
"8239","Atpadi","Maize",2015,0.0210595102796953
"8240","Ner Parasopant","Black Gram",2014,0.0210395051950328
"8241","Malegaon (Washim)","Black Gram",2016,0.0209956399204784
"8242","Chandur Bajar","Pigeon Pea (Tur)",2014,0.0209774130751309
"8243","Beed","Soybean",2014,0.020973400931155
"8244","Mahur","Cotton",2015,0.0209634103918103
"8245","Ambejogai","Maize",2015,0.0209594833737042
"8246","Telhara","Gram",2014,0.0209417738384331
"8247","Pen","Paddy-Unhusked",2015,0.0209270347542258
"8248","Jamner","Maize",2016,0.0209024040872754
"8249","Palam","Wheat(Husked)",2016,0.0208997078183216
"8250","Latur-Murud","Sunflower",2016,0.020893470030583
"8251","Navapur","Maize",2016,0.0208643660932412
"8252","Ambejogai","Sunflower",2015,0.0208631309132682
"8253","Latur","Safflower",2016,0.0208338776256451
"8254","Sangamner","Bajri",2015,0.0207426734290962
"8255","Kada (Ashti)","Bajri",2015,0.020738105879716
"8256","Sangali","Rice(Paddy-Hus)",2016,0.0207369370409595
"8257","Akola","Wheat(Husked)",2014,0.0207157753643494
"8258","Akole","Maize",2015,0.0207067781452602
"8259","Akot","Wheat(Husked)",2015,0.0206552651777416
"8260","Mohol","Gram",2014,0.0206297422524745
"8261","Lonand","Wheat(Husked)",2014,0.0206227468734285
"8262","Akole","Bhagar/Vari",2014,0.0206185567010309
"8263","Pathardi","Sorgum(Jawar)",2015,0.0205703729051682
"8264","Mandhal","Wheat(Husked)",2014,0.0205570710369766
"8265","Kopargaon","Bajri",2014,0.0205041531820498
"8266","Aurangabad","Banana",2014,0.0204958487300449
"8267","Achalpur","Mustard",2016,0.0204820239284475
"8268","Barshi-Vairag","Sunflower",2015,0.0204462025876464
"8269","Chopda","Sunflower",2014,0.020332186722956
"8270","Manchar","Ghosali(Bhaji)",2016,0.0203275050033094
"8271","Jamner-Neri","Maize",2016,0.0203110496933627
"8272","Maregaon","Cotton",2016,0.0203008441213651
"8273","Yeotmal","Soybean",2014,0.020243948951421
"8274","Kalvan","Onion",2014,0.0202428292575423
"8275","Yeotmal","Wheat(Husked)",2014,0.0201958893935357
"8276","Pavani","Wheat(Husked)",2014,0.0201401256694056
"8277","Newasa","Wheat(Husked)",2015,0.0201381784032122
"8278","Pathardi","Sorgum(Jawar)",2014,0.0201112283528408
"8279","Navapur","Gram",2015,0.0201073018346886
"8280","Vaduj","Green Gram",2016,0.0200868283353388
"8281","Sangali","Sorgum(Jawar)",2016,0.020065298102718
"8282","Akkalkuwa","Maize",2015,0.020034136314348
"8283","Umared","Linseed",2014,0.0199694531217016
"8284","Indapur","Jaggery",2015,0.0199644922882709
"8285","Shegaon","Sunflower",2016,0.019943355116175
"8286","Chimur","Cotton",2015,0.0199292462571496
"8287","Pombhurni","Pigeon Pea (Tur)",2016,0.0199185008784943
"8288","Pune","Chavli (Pala)",2014,0.0199185008784943
"8289","Jawala-Bajar","Wheat(Husked)",2016,0.0198785919865146
"8290","Chandur Rly.","Wheat(Husked)",2015,0.0197377653987905
"8291","Gangakhed","Soybean",2015,0.0196364004772715
"8292","Jalna","Sorgum(Jawar)",2014,0.019629081767176
"8293","Shrigonda","Sorgum(Jawar)",2016,0.0195867429792024
"8294","Jalgaon Jamod","Soybean",2016,0.0195845251239189
"8295","Shirur","Sorgum(Jawar)",2014,0.019487438298552
"8296","Alibag","Paddy-Unhusked",2016,0.0194747535057424
"8297","Katol","Sorgum(Jawar)",2014,0.0194669073363098
"8298","Umared","Wheat(Husked)",2014,0.0193748328023821
"8299","Sangali","Rice(Paddy-Hus)",2015,0.0193727885256588
"8300","Shirur","Wheat(Husked)",2015,0.0193467014043246
"8301","Bhadrawati","Soybean",2015,0.0193215603497426
"8302","Umared","Soybean",2014,0.0193176161445284
"8303","Barshi","Cowpea",2016,0.019312053365435
"8304","Katol","Orange",2014,0.0192987490982061
"8305","Kada","Tamarind",2016,0.019297261085013
"8306","Parbhani","Pigeon Pea (Tur)",2014,0.019289838216962
"8307","Hingoli","Wheat(Husked)",2014,0.0192628109878691
"8308","Chandur Bajar","Wheat(Husked)",2015,0.0192462224806529
"8309","Ghansawangi","Cotton",2014,0.0192107746444548
"8310","Mantha","Gram",2014,0.0192078468840457
"8311","Chikhali","Sesamum",2016,0.0191974691724855
"8312","Chikhali","Mustard",2016,0.0191764337316719
"8313","Purna","Black Gram",2016,0.0191391067576235
"8314","Parbhani","Gram",2014,0.0191368292365326
"8315","Nira-Saswad","Soybean",2016,0.0191135048994196
"8316","Phaltan","Pomegranate",2016,0.0190849979739213
"8317","Barshi","Tamarind Seed",2015,0.0190629421856131
"8318","Kolhapur-Laxmipuri","Sorgum(Jawar)",2014,0.0190335253578998
"8319","Tasgaon","Green Gram",2016,0.0190204892836692
"8320","Aarni","Green Gram",2015,0.0190071596887433
"8321","Kalmeshwar","Soybean",2014,0.0189977368426546
"8322","Amalner","Sorgum(Jawar)",2014,0.0189914937103369
"8323","Navapur","Wheat(Husked)",2015,0.0189827323808469
"8324","Nagpur","Sorgum(Jawar)",2015,0.0189332996656872
